price,probability,scaled_npv,positive_npv
523.167414,4.496109336e-17,0.8974294599770838,true
511.8331329,2.3156604e-15,0.8563221618325525,true
500.744406,5.868593363e-14,0.8161054424217744,true
489.8959133,9.75528707e-13,0.7767600071089273,true
479.2824503,1.196268779e-11,0.7382669801548889,true
468.8989251,1.154006437e-10,0.7006078941994809,true
458.7403562,9.119739435e-10,0.6637646822824883,true
448.80187,6.070950631e-9,0.6277196687766287,true
439.0786984,3.474179047e-8,0.5924555606832058,true
429.5661766,1.735680692e-7,0.5579554396531252,true
420.2597411,7.662333448e-7,0.5242027547332717,true
411.1549271,3.018156029e-6,0.4911813129367997,true
402.2473663,1.069205639e-5,0.45887527126414884,true
393.5327855,3.429142398e-5,0.4272691316255077,true
385.0070037,0.0001001209459,0.3963477303230625,true
376.6659307,0.0002673789544,0.36609623297346006,true
368.5055647,0.0006557615232,0.3365001258034608,true
360.521991,0.001482150562,0.30754521093508536,true
352.7113791,0.003096528668,0.27921759586786,true
345.0699821,0.005995583744,0.25150369130273265,true
337.5941339,0.01078329806,0.22439020098699847,true
330.2802479,0.01805087364,0.19786411699944728,true
323.1248153,0.02817229914,0.17191271358478355,true
316.1244033,0.04105591801,0.1465235406253662,true
309.2756532,0.05593993695,0.12168441675026775,true
302.5752795,0.07134179404,0.09738342607114325,true
296.0200676,0.08524162702,0.07360890984056545,true
289.6068725,0.0954964321,0.05034946173717003,true
283.3326177,0.1003758118,0.027593923876161996,true
277.1942928,0.09903679397,0.005331378104970641,true
271.1889531,0.09175963782,-0.016448855447476984,false
265.3137175,0.07985486729,-0.03775722598705744,false
259.5657673,0.06528281121,-0.058603956406626745,false
253.9423449,0.0501353507,-0.0789990480008732,false
248.4407524,0.03616461536,-0.09895228554385382,false
243.0583504,0.02449690734,-0.11847324164116846,false
237.7925567,0.01557629794,-0.1375712814448129,false
232.640845,0.009292311099,-0.1562555673680348,false
227.6007438,0.005197696873,-0.1745350630748257,false
222.669835,0.002723853873,-0.19241853855745616,false
217.845753,0.001336080148,-0.20991457340060715,false
213.1261834,0.0006127367743,-0.22703156149622328,false
208.5088621,0.000262388497,-0.24377771430764383,false
203.9915738,0.0001047594203,-0.26016106630981917,false
199.5721513,3.892851717e-5,-0.2761894775280789,false
195.2484744,1.343712644e-5,-0.2918706375276243,false
191.0184688,4.298515854e-6,-0.30721206940302026,false
186.8801051,1.271062927e-6,-0.3222211334050066,false
182.831398,3.463723791e-7,-0.3369050298419479,false
178.870405,8.668338997e-8,-0.351270803794687,false
174.9952258,1.984227087e-8,-0.365325347292632,false
171.2040014,4.134871388e-9,-0.3790754025778871,false
167.4949128,7.800768032e-10,-0.39252756682010637,false
163.8661807,1.323584384e-10,-0.4056882932045378,false
160.316064,2.003804421e-11,-0.41856389637223923,false
156.8428597,2.680603658e-12,-0.4311605527827609,false
153.4449013,3.130632009e-13,-0.44348430651704174,false
150.1205589,3.143059925e-14,-0.4555410689147299,false
146.8682374,2.658112597e-15,-0.46733662510244167,false
143.6863766,1.841572503e-16,-0.47887663363108113,false
140.57345,1.003679418e-17,-0.49016663082801337,false
137.5279641,4.035374947e-19,-0.5012120333358325,false
134.5484578,1.06419118e-20,-0.512018140288448,false
131.6335017,1.38094557e-22,-0.5225901358498533,false
